id	image	image_src	image_legende	nom_fr	nom_latin	region	systeme	fonction	rapports	notes_cliniques	sources	importance
rhinopharynx	rhinopharynx.svg	libre	Coupe du pharynx : étage nasal (schéma FR)	Rhinopharynx (nasopharynx, cavum)	Pars nasalis pharyngis	Pharynx	Viscères ORL	Étage supérieur du pharynx, purement respiratoire, situé en arrière des choanes et au-dessus du voile du palais. Sa paroi reste béante (armature fibreuse, fascia pharyngo-basilaire). Il contient sur sa paroi postéro-supérieure la tonsille pharyngienne et sur ses parois latérales l'ostium pharyngien de la trompe auditive, bordé du torus tubaire et de la fossette de Rosenmüller en arrière.	Toit et paroi postérieure appliqués sur le corps du sphénoïde, la partie basilaire de l'occiput et l'arc antérieur de l'atlas. En dehors : espace para-pharyngé, muscle tenseur du voile, carotide interne.	Carcinome indifférencié du nasopharynx (UCNT), lié au virus d'Epstein-Barr, endémique en Asie du Sud-Est : révélé par une adénopathie cervicale haute, une otite séreuse unilatérale de l'adulte, une obstruction nasale ou une atteinte des nerfs crâniens. La fossette de Rosenmüller est son point de départ le plus fréquent. Hypertrophie des végétations adénoïdes de l'enfant.	https://fr.wikipedia.org/wiki/Rhinopharynx	4
oropharynx	oropharynx.svg	libre	Coupe du pharynx : étage buccal (schéma FR)	Oropharynx	Pars oralis pharyngis	Pharynx	Viscères ORL	Étage moyen du pharynx, aéro-digestif, situé entre le plan du voile du palais (en haut) et le plan de l'os hyoïde ou du bord supérieur de l'épiglotte (en bas), en arrière de l'isthme du gosier. Il contient la base de langue, les tonsilles palatines et linguale, les vallécules.	Paroi antérieure : base de langue et face linguale de l'épiglotte (repli glosso-épiglottique médian et replis pharyngo-épiglottiques latéraux délimitant les vallécules). Parois latérales : loges tonsillaires. En arrière : constricteur supérieur et moyen, espace rétro-pharyngé, C2-C3.	Siège d'incidence croissante de carcinomes épidermoïdes liés au papillomavirus (HPV 16), de meilleur pronostic, touchant la base de langue et l'amygdale de sujets plus jeunes. La base de langue et les vallécules sont des zones de stase (fausses routes, corps étrangers). Repère de la laryngoscopie (la lame se cale dans la vallécule pour charger l'épiglotte).	https://fr.wikipedia.org/wiki/Oropharynx	4
laryngopharynx	laryngopharynx.svg	libre	Coupe du pharynx : étage laryngé (schéma FR)	Laryngopharynx (hypopharynx)	Pars laryngea pharyngis	Pharynx	Viscères ORL	Étage inférieur du pharynx, du bord supérieur de l'épiglotte au bord inférieur du cartilage cricoïde (C6), où il se continue par l'œsophage. Il entoure en arrière et sur les côtés l'orifice du larynx. Il conduit le bol alimentaire vers l'œsophage tandis que le larynx se ferme.	Comprend trois régions : les deux sinus piriformes (gouttières latérales entre le repli ary-épiglottique et le cartilage thyroïde), la région rétro-crico-aryténoïdienne et la paroi pharyngée postérieure. Le nerf laryngé inférieur (récurrent) et le pédicule laryngé supérieur sont dans ses parois.	Carcinome du sinus piriforme (typique du buveur-fumeur dénutri) : longtemps latent, révélé par une dysphagie, une otalgie réflexe (X) et une adénopathie ; pronostic sombre. Corps étranger (arête) volontiers bloqué dans le sinus piriforme ou la vallécule. Le sinus piriforme est la porte d'entrée d'exploration en endoscopie et d'une fistule congénitale (4e arc).	https://fr.wikipedia.org/wiki/Laryngopharynx	3
muscle_constricteur_superieur	muscle_constricteur_superieur.jpg	libre	Muscles du pharynx (Gray, 1918)	Muscle constricteur supérieur du pharynx	Musculus constrictor pharyngis superior	Pharynx	Myologie	Muscle quadrilatère formant la paroi latérale du rhinopharynx et de la partie haute de l'oropharynx. Il naît en avant du raphé ptérygo-mandibulaire (et de structures voisines : hamulus, mandibule, langue) et se termine en arrière sur le raphé pharyngien médian et le tubercule pharyngien de l'occiput. Il rétrécit la lumière pharyngée lors de la déglutition et forme le bourrelet de Passavant à son bord supérieur.	Son bord supérieur, libre, laisse un intervalle avec la base du crâne (fascia pharyngo-basilaire) que franchissent la trompe auditive et le muscle élévateur du voile. Le nerf glosso-pharyngien et le muscle stylo-pharyngien passent entre lui et le constricteur moyen.	Sa contraction insuffisante ou asynchrone (paralysie du X, myopathie, presbyphagie) donne des fausses routes hautes et un reflux nasal. Le hiatus supérieur est une voie de diffusion des infections para-pharyngées.	https://fr.wikipedia.org/wiki/Muscle_constricteur_supérieur_du_pharynx	2
muscle_constricteur_moyen	muscle_constricteur_moyen.jpg	libre	Muscles du pharynx (Gray, 1918)	Muscle constricteur moyen du pharynx	Musculus constrictor pharyngis medius	Pharynx	Myologie	Muscle triangulaire formant la paroi de l'oropharynx. Il naît des cornes de l'os hyoïde et du ligament stylo-hyoïdien, s'évase en éventail et se termine sur le raphé pharyngien médian, chevauchant en arrière le constricteur supérieur (par-dessus) et étant recouvert par le constricteur inférieur. Il propulse le bol de l'oropharynx vers le laryngopharynx.	Son bord inférieur laisse passer, entre lui et le constricteur inférieur, le nerf laryngé supérieur (branche interne) et l'artère laryngée supérieure vers la membrane thyro-hyoïdienne. Son bord supérieur livre passage au stylo-pharyngien et au IX.	L'intervalle entre constricteurs moyen et inférieur est une voie d'abord chirurgicale du pharynx (pharyngotomie latérale) et un point de faiblesse. Repère du pédicule laryngé supérieur.	https://fr.wikipedia.org/wiki/Muscle_constricteur_moyen_du_pharynx	2
muscle_constricteur_inferieur	muscle_constricteur_inferieur.jpg	libre	Muscles du pharynx (Gray, 1918)	Muscle constricteur inférieur du pharynx	Musculus constrictor pharyngis inferior	Pharynx	Myologie	Le plus épais des constricteurs, formant la paroi du laryngopharynx. Il comprend deux faisceaux : le thyro-pharyngien (fibres obliques, sur la ligne oblique du cartilage thyroïde) et le crico-pharyngien (fibres horizontales, sur le cartilage cricoïde), ce dernier jouant le rôle de sphincter supérieur de l'œsophage. Il propulse le bol vers l'œsophage.	Recouvre en partie les constricteurs moyen et supérieur. Le nerf laryngé inférieur (récurrent) remonte à son bord inférieur, en arrière de l'articulation crico-thyroïdienne, pour entrer dans le larynx. Le triangle de Killian sépare les deux faisceaux thyro- et crico-pharyngien.	L'achalasie du crico-pharyngien (défaut de relaxation) et la faiblesse du triangle de Killian créent le diverticule pharyngo-œsophagien de Zenker (dysphagie haute, régurgitations d'aliments non digérés, halitose, gargouillis), traité par myotomie du crico-pharyngien. Le nerf récurrent à son bord inférieur est le repère de la thyroïdectomie.	https://fr.wikipedia.org/wiki/Muscle_constricteur_inférieur_du_pharynx	3
muscles_elevateurs_pharynx	muscles_elevateurs_pharynx.jpg	libre	Muscle stylo-pharyngien (schéma)	Muscles élévateurs du pharynx	Mm. stylopharyngeus, palatopharyngeus, salpingopharyngeus	Pharynx	Myologie	Trois muscles longitudinaux internes qui raccourcissent et élargissent le pharynx et élèvent le larynx pendant la déglutition, participant à la fermeture du vestibule laryngé. Le stylo-pharyngien descend du processus styloïde ; le palato-pharyngien descend du voile (pilier postérieur) ; le salpingo-pharyngien descend de la trompe auditive.	Le stylo-pharyngien pénètre la paroi pharyngée entre les constricteurs supérieur et moyen, accompagné du nerf glosso-pharyngien qui l'innerve (seul muscle du pharynx moteur du IX). Les trois muscles convergent vers la sous-muqueuse pharyngée et le bord postérieur du cartilage thyroïde.	Le palato-pharyngien (avec le palato-glosse) est réséqué ou remodelé dans la chirurgie du ronflement et de l'apnée du sommeil. Le salpingo-pharyngien participe à l'ouverture active de la trompe auditive à la déglutition (manœuvre de Toynbee).	https://fr.wikipedia.org/wiki/Muscle_stylo-pharyngien	2
trompe_auditive	trompe_auditive.jpg	libre	Trompe auditive et caisse du tympan (Gray, 1918)	Trompe auditive (d'Eustache)	Tuba auditiva	Pharynx	Organe des sens	Conduit ostéo-cartilagineux d'environ 36 mm reliant la paroi antérieure de la caisse du tympan à la paroi latérale du rhinopharynx. Son tiers postéro-latéral est osseux (dans le rocher), ses deux tiers antéro-médiaux cartilagineux. Normalement fermée, elle s'ouvre brièvement à la déglutition et au bâillement (muscles tenseur et élévateur du voile, salpingo-pharyngien) pour équilibrer la pression de l'oreille moyenne et drainer ses sécrétions.	L'isthme (jonction os-cartilage) est son point le plus étroit. L'ostium pharyngien, sur la paroi latérale du rhinopharynx en arrière du cornet inférieur, est entouré du torus tubaire. Chez l'enfant, la trompe est plus courte, plus horizontale et plus béante.	Dysfonction tubaire : otite séro-muqueuse et otite moyenne aiguë récidivante de l'enfant (favorisées par l'hypertrophie adénoïdienne obstruant l'ostium), pose d'aérateurs trans-tympaniques. Barotraumatisme (plongée, avion). Une otite séreuse unilatérale persistante chez l'adulte impose l'examen du cavum (cancer du nasopharynx).	https://fr.wikipedia.org/wiki/Trompe_auditive	4
tonsille_pharyngienne	tonsille_pharyngienne.jpg	libre	Paroi antérieure du rhinopharynx vue au laryngoscope (Gray, 1918)	Amygdale pharyngée (végétations adénoïdes)	Tonsilla pharyngea	Pharynx	Système lymphatique	Amas de tissu lymphoïde impair de la paroi postéro-supérieure du rhinopharynx, recouvert d'un épithélium respiratoire cilié plissé (et non cryptique comme la tonsille palatine). Élément supérieur de l'anneau de Waldeyer, elle participe à l'immunité des muqueuses. Physiologiquement volumineuse chez l'enfant, elle régresse après 7 à 10 ans.	En rapport en avant avec les choanes, en dehors avec les ostiums tubaires, en haut avec le corps du sphénoïde et le basi-occiput.	Son hypertrophie (végétations adénoïdes) obstrue les choanes et les ostiums tubaires : respiration buccale, ronflement, rhinorrhée chronique, otites séreuses, faciès adénoïdien, parfois syndrome d'apnées du sommeil de l'enfant. Traitement par adénoïdectomie. Un reliquat adénoïdien de l'adulte ou une masse asymétrique doit faire éliminer un carcinome du cavum ou un lymphome.	https://fr.wikipedia.org/wiki/Amygdale_pharyngée	3
larynx	larynx.jpg	libre	Larynx, vue antérieure et sagittale (Gray, 1918)	Larynx (vue d'ensemble)	Larynx	Larynx et thyroïde	Viscères ORL	Organe impair et médian de la partie antéro-supérieure du cou (C3 à C6), à la jonction du pharynx et de la trachée. Trois fonctions : protection des voies aériennes inférieures pendant la déglutition (sphincter à trois niveaux : épiglotte, bandes ventriculaires, plis vocaux), phonation (vibration des plis vocaux), et contrôle du flux respiratoire (effort à glotte fermée, toux).	Charpente de neuf cartilages (thyroïde, cricoïde et épiglotte impairs ; aryténoïdes, corniculés et cunéiformes pairs) unis par des membranes et des articulations synoviales (crico-thyroïdienne et crico-aryténoïdienne). En avant : muscles infra-hyoïdiens, isthme thyroïdien bas. En arrière : laryngopharynx. Latéralement : lobes thyroïdiens, paquet vasculo-nerveux du cou.	Innervation par le nerf vague : nerf laryngé supérieur (sensitif au-dessus des plis vocaux et moteur du crico-thyroïdien) et nerf laryngé inférieur ou récurrent (moteur de tous les autres muscles, sensitif sous les plis). Dyspnée laryngée (bradypnée inspiratoire, cornage, tirage) = urgence. Traumatisme, intubation, cancer (dysphonie de plus de 3 semaines chez un fumeur).	https://fr.wikipedia.org/wiki/Larynx	5
cartilage_thyroide	cartilage_thyroide.svg|cartilage_thyroide-3d.jpg	libre	Cartilage thyroïde	Cartilage thyroïde	Cartilago thyroidea	Larynx et thyroïde	Viscères ORL	Plus volumineux cartilage du larynx, formé de deux lames quadrilatérales réunies en avant selon un angle (proéminence laryngée ou pomme d'Adam, plus marquée chez l'homme). Il protège la partie antérieure du larynx et sert d'insertion aux plis vocaux (angle rentrant), aux bandes ventriculaires et à plusieurs muscles.	Chaque lame porte en arrière une corne supérieure (reliée à l'os hyoïde par le ligament thyro-hyoïdien latéral) et une corne inférieure (articulée avec le cartilage cricoïde). Sa face externe porte la ligne oblique (insertion des muscles sterno-thyroïdien, thyro-hyoïdien et constricteur inférieur).	Repère de surface constant (ponction inter-crico-thyroïdienne juste en dessous). Fracture par traumatisme cervical direct (emphysème sous-cutané, dysphonie, dyspnée). L'angle est réduit dans la chirurgie de féminisation vocale ; il est augmenté (thyroplastie) pour médialiser un pli vocal paralysé.	https://fr.wikipedia.org/wiki/Cartilage_thyroïde	4
cartilage_cricoide	cartilage_cricoide.svg	libre	Cartilage cricoïde	Cartilage cricoïde	Cartilago cricoidea	Larynx et thyroïde	Viscères ORL	Cartilage en forme d'anneau à chaton postérieur (bague), situé à hauteur de C6. Seul cartilage formant un anneau complet des voies aériennes : il est la clé de voûte structurelle du larynx et le point d'appui de la trachée. Il porte les articulations avec les cartilages thyroïde et aryténoïdes.	Son arc antérieur est relié au bord inférieur du cartilage thyroïde par le ligament crico-thyroïdien médian, et son bord inférieur au premier anneau trachéal par le ligament crico-trachéal. Le nerf récurrent passe en arrière de l'articulation crico-thyroïdienne.	Repère de la manœuvre de Sellick (pression cricoïdienne pour occlure l'œsophage lors de l'induction anesthésique à estomac plein). Une fracture ou un traumatisme du cricoïde compromet toute la statique laryngée. La sténose sous-glottique (post-intubation prolongée, surtout chez l'enfant où le cricoïde est le point le plus étroit) siège à son niveau.	https://fr.wikipedia.org/wiki/Cartilage_cricoïde	4
cartilages_arytenoides	cartilages_arytenoides.jpg	libre	Cartilages aryténoïdes et cricoïde (Gray, 1918)	Cartilages aryténoïdes	Cartilagines arytenoideae	Larynx et thyroïde	Viscères ORL	Deux petits cartilages pyramidaux posés sur le bord supérieur du chaton cricoïdien, mobiles par une articulation synoviale. Chacun porte un processus vocal (antérieur, insertion du pli vocal) et un processus musculaire (latéral, insertion des muscles crico-aryténoïdiens). Leur rotation et leur glissement ouvrent (abduction) ou ferment (adduction) la glotte.	Leur sommet est surmonté du cartilage corniculé (de Santorini). Ils sont reliés entre eux par le muscle aryténoïdien et à l'épiglotte par le pli ary-épiglottique (contenant le cartilage cunéiforme de Wrisberg).	Luxation de l'aryténoïde après intubation traumatique (dysphonie, immobilité d'un pli vocal simulant une paralysie récurrentielle ; à réduire précocement). Granulome du processus vocal (intubation, reflux, forçage vocal). Repère de l'aryténoïdopexie et de la chirurgie de la glotte postérieure.	https://fr.wikipedia.org/wiki/Cartilage_aryténoïde	3
epiglotte	epiglotte.svg	libre	Épiglotte et entrée du larynx	Épiglotte	Epiglottis	Larynx et thyroïde	Viscères ORL	Lame de cartilage élastique en forme de raquette, fixée par son pied à l'angle rentrant du cartilage thyroïde. Elle bascule en arrière et en bas pendant la déglutition (sous l'effet de la remontée du larynx et de la base de langue) pour coiffer l'entrée du larynx et orienter le bol vers les sinus piriformes.	Sa face antérieure (linguale) est reliée à la base de langue par les replis glosso-épiglottiques délimitant les vallécules, et à l'os hyoïde par le ligament hyo-épiglottique. Sa face postérieure (laryngée) regarde le vestibule. Ses bords se continuent par les replis ary-épiglottiques.	Épiglottite aiguë (Haemophilus influenzae b, devenue rare grâce à la vaccination) : urgence vitale de l'enfant, dyspnée fébrile avec position assise penchée en avant, hypersialorrhée, voix étouffée ; ne pas allonger ni examiner à l'abaisse-langue. Chez l'adulte, tableau plus torpide. Repère de l'intubation (la lame courbe se cale dans la vallécule, la lame droite charge l'épiglotte).	https://fr.wikipedia.org/wiki/Épiglotte	4
membrane_thyrohyoidienne	membrane_thyrohyoidienne.svg	libre	Membranes et ligaments du larynx	Membrane thyro-hyoïdienne	Membrana thyrohyoidea	Larynx et thyroïde	Viscères ORL	Large membrane fibro-élastique unissant le bord supérieur du cartilage thyroïde au bord supérieur de l'os hyoïde. Elle suspend le larynx à l'os hyoïde et se laisse traverser latéralement par le pédicule laryngé supérieur. Épaissie sur la ligne médiane (ligament thyro-hyoïdien médian) et sur ses bords (ligaments thyro-hyoïdiens latéraux, contenant le cartilage triticé).	Sa partie latérale est perforée par la branche interne du nerf laryngé supérieur et l'artère laryngée supérieure, qui pénètrent ensemble dans le larynx. La bourse rétro-hyoïdienne facilite le glissement contre l'os hyoïde à la déglutition.	Voie du bloc du nerf laryngé supérieur (anesthésie de la muqueuse sus-glottique avant fibroscopie ou intubation vigile). Voie d'abord de la pharyngotomie sus-hyoïdienne. Point d'émergence d'une laryngocèle externe.	https://fr.wikipedia.org/wiki/Membrane_thyro-hyoïdienne	2
cone_elastique	cone_elastique.svg	libre	Cône élastique et ligament crico-thyroïdien	Cône élastique et ligament crico-thyroïdien	Conus elasticus	Larynx et thyroïde	Viscères ORL	Membrane fibro-élastique de l'étage sous-glottique, tendue du bord supérieur du cartilage cricoïde aux plis vocaux, dont le bord libre supérieur épaissi forme le ligament vocal. Sa partie médiane antérieure, épaissie, est le ligament crico-thyroïdien médian. Le cône élastique donne aux plis vocaux leur tension et leur bord tranchant.	En dedans, il est tapissé par la muqueuse sous-glottique. Le ligament crico-thyroïdien médian est directement sous la peau, entre les cartilages thyroïde et cricoïde, dans un espace peu vascularisé (seule l'artère crico-thyroïdienne, anastomose des laryngées supérieures, le croise).	Site de la cricothyroïdotomie (ou coniotomie) : abord d'urgence des voies aériennes en cas d'intubation et de ventilation impossibles, par incision ou ponction du ligament crico-thyroïdien médian, repéré entre pomme d'Adam et arc cricoïdien. Rapide et superficiel, à convertir secondairement en trachéotomie.	https://fr.wikipedia.org/wiki/Cône_élastique	4
plis_vocaux	plis_vocaux.jpg	libre	Glotte et plis vocaux vus au laryngoscope (Gray, 1918)	Plis vocaux (cordes vocales)	Plicae vocales	Larynx et thyroïde	Viscères ORL	Replis pairs de l'étage glottique, tendus du processus vocal de l'aryténoïde à l'angle du cartilage thyroïde. Chacun comprend le ligament vocal (bord libre du cône élastique), le muscle vocal (thyro-aryténoïdien interne) et une muqueuse malpighienne fine glissant librement sur eux (espace de Reinke). Leur accolement et leur vibration muqueuse produisent le son laryngé (théorie myo-élastique aérodynamique).	L'espace entre les deux plis est la glotte (fente glottique), la partie la plus étroite du larynx de l'adulte, comprenant une glotte membraneuse (2/3 antérieurs, phonatoire) et une glotte cartilagineuse (1/3 postérieur, respiratoire). Au-dessus se trouvent le ventricule laryngé et les bandes ventriculaires.	Nodules (kissing nodules du forçage vocal), polype, kyste, œdème de Reinke (tabac, femme) : dysphonie chronique, exploration par laryngoscopie et stroboscopie de l'onde muqueuse. Cancer glottique : dysphonie précoce donc diagnostic souvent T1, bon pronostic. Paralysie récurrentielle en position para-médiane.	https://fr.wikipedia.org/wiki/Corde_vocale	5
muscle_cricothyroidien	muscle_cricothyroidien.svg	libre	Muscle crico-thyroïdien	Muscle crico-thyroïdien	Musculus cricothyroideus	Larynx et thyroïde	Myologie	Seul muscle intrinsèque du larynx visible de l'extérieur, tendu de l'arc antérieur du cartilage cricoïde au bord inférieur et à la corne inférieure du cartilage thyroïde. En basculant le cartilage thyroïde en avant sur l'articulation crico-thyroïdienne, il allonge et tend les plis vocaux : c'est le muscle des sons aigus (élévation du fondamental).	Superficiel, recouvert par les muscles infra-hyoïdiens. Comprend une partie droite (verticale) et une partie oblique. En arrière de lui se trouve le lobe latéral de la glande thyroïde.	Seul muscle laryngé innervé par la branche externe du nerf laryngé supérieur (les autres par le récurrent). Sa paralysie isolée (chirurgie thyroïdienne, du pôle supérieur) donne une voix fatigable, incapable des aigus (plainte typique des chanteurs) et une bascule postérieure de la commissure. Le tubercule de Zuckerkandl et le pôle supérieur thyroïdien sont les zones de risque.	https://fr.wikipedia.org/wiki/Muscle_crico-thyroïdien	3
muscle_cricoarytenoidien_posterieur	muscle_cricoarytenoidien_posterieur.jpg	libre	Muscles intrinsèques du larynx, vue postérieure (Gray, 1918)	Muscle crico-aryténoïdien postérieur	Musculus cricoarytenoideus posterior	Larynx et thyroïde	Myologie	Tendu de la face postérieure de la lame cricoïdienne au processus musculaire de l'aryténoïde. Il fait tourner l'aryténoïde de façon à écarter les processus vocaux : c'est le SEUL muscle abducteur (ouvreur) de la glotte, donc le seul dilatateur des voies aériennes au niveau laryngé. Il s'active à chaque inspiration.	Sur la face postérieure du larynx, recouvert par la muqueuse pharyngée et le muscle aryténoïdien.	Sa paralysie bilatérale (chirurgie thyroïdienne bilatérale, atteinte des deux récurrents) laisse les deux plis vocaux en adduction (position para-médiane) : dyspnée laryngée sévère imposant trachéotomie ou cordotomie postérieure. Muscle cible des théories de la dysfonction des cordes vocales et du laryngospasme.	https://fr.wikipedia.org/wiki/Muscle_crico-aryténoïdien_postérieur	4
muscle_cricoarytenoidien_lateral	muscle_cricoarytenoidien_lateral.jpg	libre	Muscles intrinsèques du larynx, vue latérale (Gray, 1918)	Muscle crico-aryténoïdien latéral	Musculus cricoarytenoideus lateralis	Larynx et thyroïde	Myologie	Tendu du bord supérieur de l'arc cricoïdien au processus musculaire de l'aryténoïde. Il fait tourner l'aryténoïde en sens inverse du crico-aryténoïdien postérieur : il rapproche les processus vocaux et ferme la partie membraneuse de la glotte (adducteur). Antagoniste direct de l'abducteur postérieur.	Sur la face latérale du larynx, sous la muqueuse du ventricule, recouvert par la lame du cartilage thyroïde.	Participe avec le thyro-aryténoïdien et l'aryténoïdien à la fermeture glottique de la phonation et du sphincter de protection. Son hyperactivité participe à la dysphonie spasmodique en adduction (traitée par toxine botulique).	https://fr.wikipedia.org/wiki/Muscle_crico-aryténoïdien_latéral	2
muscle_thyroarytenoidien	muscle_thyroarytenoidien.jpg	libre	Muscles intrinsèques du larynx (Gray, 1918)	Muscle thyro-aryténoïdien (et muscle vocal)	Musculus thyroarytenoideus	Larynx et thyroïde	Myologie	Tendu de l'angle du cartilage thyroïde au cartilage aryténoïde. Ses fibres internes constituent le muscle vocal, accolé au ligament vocal, qui règle finement la tension et la masse vibrante du pli vocal (ajustement du timbre et de la hauteur, sons graves). Ses fibres externes adductent et raccourcissent le pli vocal.	Forme le corps du pli vocal, sous la muqueuse et l'espace de Reinke. Ses faisceaux supérieurs gagnent le repli ary-épiglottique (muscle thyro-épiglottique) et participent à la fermeture du vestibule.	Cible de la myotomie et de la médialisation dans la chirurgie de la voix. La toxine botulique y est injectée dans la dysphonie spasmodique en adduction. Son atrophie (presbyphonie, paralysie ancienne) crée un fuseau glottique et une voix soufflée.	https://fr.wikipedia.org/wiki/Muscle_thyro-aryténoïdien	3
muscle_arytenoidien	muscle_arytenoidien.jpg	libre	Muscles intrinsèques du larynx, vue postérieure (Gray, 1918)	Muscle aryténoïdien (transverse et oblique)	Musculus arytenoideus	Larynx et thyroïde	Myologie	Seul muscle intrinsèque impair du larynx, tendu entre les deux cartilages aryténoïdes (faisceau transverse) avec des fibres croisées (faisceau oblique se prolongeant dans le repli ary-épiglottique). Il rapproche les deux aryténoïdes et ferme la partie postérieure (cartilagineuse) de la glotte, complétant l'adduction et le sphincter de protection.	Sur la face postérieure des cartilages aryténoïdes, recouvert par la muqueuse pharyngée.	Son innervation par les deux nerfs récurrents (croisée) explique qu'il reste partiellement fonctionnel en cas de paralysie récurrentielle unilatérale, contribuant à une fermeture glottique résiduelle. Insuffisance de fermeture postérieure dans les paralysies et l'atrophie.	https://fr.wikipedia.org/wiki/Muscle_aryténoïdien	2
nerf_larynge_superieur	nerf_larynge_superieur.jpg	libre	Nerfs du larynx (Gray, 1918)	Nerf laryngé supérieur	Nervus laryngeus superior	Larynx et thyroïde	Système nerveux	Branche du nerf vague (X) née du ganglion inférieur du vague, sous la base du crâne. Elle descend en dedans de la carotide interne puis se divise : la branche interne, sensitive, perfore la membrane thyro-hyoïdienne et innerve la muqueuse laryngée au-dessus des plis vocaux (et la base de langue) ; la branche externe, motrice, innerve le muscle crico-thyroïdien.	La branche externe descend le long du constricteur inférieur, en rapport intime avec l'artère thyroïdienne supérieure et le pôle supérieur du lobe thyroïdien.	La branche externe est lésée dans la chirurgie du pôle supérieur thyroïdien (ligature de l'artère thyroïdienne supérieure au ras de la glande pour l'éviter) : voix fatigable, perte des aigus, fausses routes discrètes (par anesthésie sus-glottique si la branche interne est aussi touchée). Bloc de la branche interne pour l'intubation vigile.	https://fr.wikipedia.org/wiki/Nerf_laryngé_supérieur	4
nerf_larynge_recurrent	nerf_larynge_recurrent.jpg	libre	Trajet des nerfs laryngés récurrents (Gray, 1918)	Nerf laryngé récurrent (laryngé inférieur)	Nervus laryngeus recurrens	Larynx et thyroïde	Système nerveux	Branche du nerf vague à trajet récurrent : le récurrent droit naît à la base du cou, contourne l'artère subclavière droite ; le récurrent gauche naît dans le thorax, contourne la crosse de l'aorte sous le ligament artériel. Tous deux remontent dans l'angle trachéo-œsophagien jusqu'au larynx. Ils innervent tous les muscles intrinsèques du larynx sauf le crico-thyroïdien, et la muqueuse sous-glottique.	Dans le cou, rapport constant avec l'artère thyroïdienne inférieure (le nerf passe en avant, en arrière ou entre ses branches) et avec le ligament suspenseur de Berry, à l'entrée du larynx en arrière de l'articulation crico-thyroïdienne. Un récurrent droit non récurrent (0,5 pour cent) accompagne une artère lusoria.	Repère et enjeu majeur de la thyroïdectomie (neuromonitoring peropératoire) : sa lésion unilatérale donne une dysphonie avec pli vocal en position para-médiane ; bilatérale, une dyspnée laryngée (plis en adduction) imposant une trachéotomie. Le récurrent gauche peut être comprimé par une pathologie médiastinale (cancer bronchique de l'apex, anévrisme aortique, adénopathie) : dysphonie révélatrice.	https://fr.wikipedia.org/wiki/Nerf_laryngé_récurrent	5
glande_thyroide	glande_thyroide.svg	libre	Glande thyroïde, vue antérieure	Glande thyroïde	Glandula thyroidea	Larynx et thyroïde	Glandes	Glande endocrine impaire en forme de papillon, faite de deux lobes latéraux réunis par un isthme, appliquée sur les premiers anneaux trachéaux et les faces latérales du larynx. Elle sécrète les hormones thyroïdiennes T3 et T4 (métabolisme, croissance, thermogenèse, développement cérébral) à partir des follicules, et la calcitonine par les cellules C.	Entourée d'une gaine viscérale (lame prétrachéale) qui la fixe au larynx et à la trachée (ligament de Berry) : elle est ascensionnée à la déglutition. En arrière : nerfs récurrents dans l'angle trachéo-œsophagien, parathyroïdes, gaine carotidienne. Vascularisée par les artères thyroïdiennes supérieure (carotide externe) et inférieure (tronc thyro-cervical), et parfois l'artère thyroïdea ima. Un lobe pyramidal (reliquat du tractus thyréoglosse) monte de l'isthme.	Nodule thyroïdien très fréquent (échographie, classification EU-TIRADS, cytoponction). Goitre, hyper- (Basedow) et hypothyroïdie (Hashimoto). Cancer thyroïdien (papillaire le plus souvent, bon pronostic). Kyste du tractus thyréoglosse sur la ligne médiane (mobile à la protraction de la langue). Complications de la thyroïdectomie : nerfs récurrents, hypoparathyroïdie, hématome compressif.	https://fr.wikipedia.org/wiki/Glande_thyroïde	5
glandes_parathyroides	glandes_parathyroides.jpg	libre	Glandes parathyroïdes, vue postérieure de la thyroïde	Glandes parathyroïdes	Glandulae parathyroideae	Larynx et thyroïde	Glandes	Quatre petites glandes (parfois plus) de la taille d'une lentille, appliquées sur la face postérieure des lobes thyroïdiens. Elles sécrètent la parathormone (PTH), principal régulateur de la calcémie : la PTH élève le calcium sanguin en stimulant la résorption osseuse, la réabsorption rénale du calcium et la synthèse de calcitriol (absorption intestinale).	Les parathyroïdes supérieures (issues de la 4e poche pharyngée) sont en position assez constante, au-dessus du croisement du récurrent et de l'artère thyroïdienne inférieure. Les parathyroïdes inférieures (issues de la 3e poche, migrant avec le thymus) sont plus variables, parfois intrathymiques ou médiastinales. Elles sont surtout vascularisées par l'artère thyroïdienne inférieure.	Hyperparathyroïdie primaire (adénome unique le plus souvent) : hypercalcémie, lithiase rénale, ostéopénie, asthénie ; repérage par scintigraphie au MIBI et échographie avant chirurgie ciblée. L'hypoparathyroïdie post-thyroïdectomie (dévascularisation ou exérèse involontaire) donne une hypocalcémie aiguë (paresthésies, signe de Chvostek et de Trousseau, tétanie). Réimplantation d'une parathyroïde dans le muscle sterno-cléido-mastoïdien.	https://fr.wikipedia.org/wiki/Glande_parathyroïde	4
